Name,Overall,Potential,Value,Wage,AbilityScore,CostScore,Cluster
 P. Tavima,65,65,375000.0,500.0,65.0,187750.0,3
 T. Harigaya,51,69,80000.0,1000.0,60.0,40500.0,0
 Dalmau,64,69,600000.0,4000.0,66.5,302000.0,3
 H. Watanabe,70,70,1100000.0,6000.0,70.0,553000.0,3
 A. Maxsø,64,75,650000.0,4000.0,69.5,327000.0,3
 I. Benegas,65,65,425000.0,4000.0,65.0,214500.0,3
 J. Patiño,66,67,575000.0,4000.0,66.5,289500.0,3
 R. Hendry,52,70,100000.0,4000.0,61.0,52000.0,0
 E. Ciss,52,62,70000.0,2000.0,57.0,36000.0,0
 G. Amiot,65,73,675000.0,3000.0,69.0,339000.0,3
 R. Yates,53,68,110000.0,500.0,60.5,55250.0,0
 C. Ross,60,68,240000.0,1000.0,64.0,120500.0,0
 D. Díaz,69,69,725000.0,3000.0,69.0,364000.0,3
 J. Gundersen,61,70,300000.0,1000.0,65.5,150500.0,3
 U. Idemokon,56,67,180000.0,1000.0,61.5,90500.0,0
 M. Nakkim,62,76,525000.0,1000.0,69.0,263000.0,3
 B. Etcheverria,57,67,150000.0,1000.0,62.0,75500.0,0
 R. Michibuchi,51,58,60000.0,1000.0,54.5,30500.0,0
 W. Huizing,63,68,375000.0,2000.0,65.5,188500.0,3
 Kim Nam Chun,67,68,675000.0,3000.0,67.5,339000.0,3
 M. Anderson,56,71,190000.0,3000.0,63.5,96500.0,0
 T. Guidara,58,68,190000.0,2000.0,63.0,96000.0,0
 K. Twardek,52,62,70000.0,1000.0,57.0,35500.0,0
 Roger Riera,62,74,450000.0,3000.0,68.0,226500.0,3
 J. Aros,57,67,170000.0,500.0,62.0,85250.0,0
 A. Fontana,61,71,375000.0,3000.0,66.0,189000.0,3
 A. Forrester,60,64,250000.0,2000.0,62.0,126000.0,0
 N. Lüchinger,58,69,200000.0,2000.0,63.5,101000.0,0
 S. Romagnoli,71,72,1600000.0,4000.0,71.5,802000.0,3
 A. Kurokawa,50,64,60000.0,500.0,57.0,30250.0,0
 J. Manière,59,62,170000.0,2000.0,60.5,86000.0,0
 C. Cooke,51,67,80000.0,2000.0,59.0,41000.0,0
 T. Scobbie,66,66,500000.0,3000.0,66.0,251500.0,3
 M. Bildøy,53,70,110000.0,500.0,61.5,55250.0,0
 P. Pusic,55,77,170000.0,2000.0,66.0,86000.0,3
 Kaiser,60,68,240000.0,2000.0,64.0,121000.0,0
 O. Ugwuadu,59,73,325000.0,500.0,66.0,162750.0,3
 P. Yrizar,62,67,325000.0,2000.0,64.5,163500.0,0
 Ronan,64,70,600000.0,3000.0,67.0,301500.0,3
 L. Blondel,56,65,120000.0,1000.0,60.5,60500.0,0
 O. Obi,59,76,300000.0,5000.0,67.5,152500.0,3
 F. Sierralta,62,76,525000.0,1000.0,69.0,263000.0,3
 L. Lázaro,54,60,100000.0,500.0,57.0,50250.0,0
 Pichu Atienza,70,73,1400000.0,6000.0,71.5,703000.0,3
 M. Milanović,66,68,625000.0,2000.0,67.0,313500.0,3
 H. Davis,62,68,325000.0,4000.0,65.0,164500.0,3
 M. Senesi,64,79,800000.0,3000.0,71.5,401500.0,3
 M. Cremonesi,65,65,425000.0,2000.0,65.0,213500.0,3
 J. Arrieta,62,65,350000.0,500.0,63.5,175250.0,0
 J. Yorwerth,63,72,450000.0,2000.0,67.5,226000.0,3
 J. Masson,56,71,180000.0,500.0,63.5,90250.0,0
 P. Erras,66,78,1000000.0,3000.0,72.0,501500.0,3
 K. Gomis,66,66,500000.0,3000.0,66.0,251500.0,3
 D. Johnson,56,75,170000.0,4000.0,65.5,87000.0,3
 S. Villa,61,73,400000.0,500.0,67.0,200250.0,3
 T. Al Gaflan,57,61,130000.0,4000.0,59.0,67000.0,0
 C. Morra,64,72,650000.0,2000.0,68.0,326000.0,3
 D. Valencia,67,69,725000.0,1000.0,68.0,363000.0,3
 H. Tameda,59,65,210000.0,1000.0,62.0,105500.0,0
 L. Rooney,56,70,210000.0,2000.0,63.0,106000.0,0
 C. Storm,58,66,170000.0,1000.0,62.0,85500.0,0
 M. Manríquez,58,67,180000.0,1000.0,62.5,90500.0,0
 J. Sagredo,58,67,0.0,0.0,62.5,0.0,0
 R. Holden,56,73,200000.0,500.0,64.5,100250.0,0
 O. Al Saleem,51,64,70000.0,1000.0,57.5,35500.0,0
 M. Harris,54,71,140000.0,3000.0,62.5,71500.0,0
 K. Ford,65,77,850000.0,2000.0,71.0,426000.0,3
 Yeon Jei Min,63,67,375000.0,2000.0,65.0,188500.0,3
 B. Niňaj,65,71,625000.0,4000.0,68.0,314500.0,3
 P. Cissé,65,71,625000.0,2000.0,68.0,313500.0,3
 E. Eze,53,71,120000.0,3000.0,62.0,61500.0,0
 H. Balic,57,61,150000.0,2000.0,59.0,76000.0,0
 K. Oiwa,64,64,350000.0,2000.0,64.0,176000.0,0
 J. Lungi Sørensen,50,59,45000.0,2000.0,54.5,23500.0,0
 F. Araujo,66,66,275000.0,4000.0,66.0,139500.0,3
 D. Hawkshaw,55,67,130000.0,1000.0,61.0,65500.0,0
 M. Chajia,57,69,180000.0,1000.0,63.0,90500.0,0
 A. Takagi,54,69,140000.0,2000.0,61.5,71000.0,0
 P. Ceccaroni,59,72,275000.0,1000.0,65.5,138000.0,3
 S. Dempsey,53,53,60000.0,500.0,53.0,30250.0,0
 T. Adarabioyo,63,83,575000.0,9000.0,73.0,292000.0,3
 J. Kanakubo,60,60,180000.0,1000.0,60.0,90500.0,0
 C. Wighton,60,71,275000.0,1000.0,65.5,138000.0,3
 C. Fassnacht,57,65,170000.0,3000.0,61.0,86500.0,0
 A. Sosa,62,71,300000.0,1000.0,66.5,150500.0,3
 Arghus,67,67,575000.0,7000.0,67.0,291000.0,3
 P. Gannon,53,61,80000.0,500.0,57.0,40250.0,0
 T. Blättler,60,65,250000.0,2000.0,62.5,126000.0,0
 L. Maxwell,56,73,200000.0,1000.0,64.5,100500.0,0
 Y. Osorio,66,74,800000.0,2000.0,70.0,401000.0,3
 I. Evatt,65,65,160000.0,3000.0,65.0,81500.0,3
 M. Molini,59,69,250000.0,1000.0,64.0,125500.0,0
 D. Dinga,65,79,925000.0,5000.0,72.0,465000.0,3
 Luiz Felipe,61,75,425000.0,1000.0,68.0,213000.0,3
 D. Genreau,52,71,90000.0,1000.0,61.5,45500.0,0
 D. Al Suwait,53,59,80000.0,2000.0,56.0,41000.0,0
 A. Falahen,59,64,220000.0,4000.0,61.5,112000.0,0
 B. Gorka,68,68,500000.0,15000.0,68.0,257500.0,3
 M. Jensen,54,66,130000.0,2000.0,60.0,66000.0,0
 T. Marriott,54,64,100000.0,1000.0,59.0,50500.0,0
 D. Johnstone,60,70,300000.0,3000.0,65.0,151500.0,3
 F. Redondo,55,62,120000.0,2000.0,58.5,61000.0,0
 Lúcio Corteijo,65,65,475000.0,8000.0,65.0,241500.0,3
 S. Songani,55,55,90000.0,3000.0,55.0,46500.0,0
 A. Calver,58,63,150000.0,1000.0,60.5,75500.0,0
 W. De Havilland,57,64,140000.0,3000.0,60.5,71500.0,0
 C. Bravo,82,82,14500000.0,110000.0,82.0,7305000.0,1
 J. Sierra,62,76,575000.0,1000.0,69.0,288000.0,3
 A. Aktas,52,73,110000.0,500.0,62.5,55250.0,0
 Charles de Breito,64,64,400000.0,6000.0,64.0,203000.0,0
 M. Maier,53,67,130000.0,2000.0,60.0,66000.0,0
 P. Hamel,61,69,350000.0,5000.0,65.0,177500.0,3
 M. Baze,52,69,100000.0,500.0,60.5,50250.0,0
 Y. Horigome,53,61,80000.0,1000.0,57.0,40500.0,0
 E. Palacios,51,60,60000.0,500.0,55.5,30250.0,0
 M. Jordan,62,64,350000.0,2000.0,63.0,176000.0,0
 T. Mohamed,53,71,120000.0,1000.0,62.0,60500.0,0
 W. Tomlinson,52,70,100000.0,2000.0,61.0,51000.0,0
 A. Bissaka,56,72,200000.0,5000.0,64.0,102500.0,0
 G. Jozinović,57,58,110000.0,2000.0,57.5,56000.0,0
 J. Nadeau,61,70,300000.0,1000.0,65.5,150500.0,3
 F. Serra,57,76,230000.0,5000.0,66.5,117500.0,3
 I. Camara,55,60,120000.0,1000.0,57.5,60500.0,0
 R. Fayzulin,56,67,160000.0,3000.0,61.5,81500.0,0
 S. Contreras,58,68,190000.0,1000.0,63.0,95500.0,0
 E. Sánchez,59,74,300000.0,3000.0,66.5,151500.0,3
 C. Coimbra,63,63,0.0,0.0,63.0,0.0,0
 M. Blázquez,66,69,650000.0,2000.0,67.5,326000.0,3
 B. Tomlinson,56,57,120000.0,3000.0,56.5,61500.0,0
 C. Morgan,69,69,650000.0,20000.0,69.0,335000.0,3
 S. Rinic,54,68,140000.0,2000.0,61.0,71000.0,0
 V. Henry,58,64,190000.0,2000.0,61.0,96000.0,0
 J. Cortés,59,67,240000.0,500.0,63.0,120250.0,0
 R. Kanach,55,70,150000.0,500.0,62.5,75250.0,0
 F. Kent,62,76,575000.0,3000.0,69.0,289000.0,3
 S. Morishita,64,64,300000.0,2000.0,64.0,151000.0,0
 L. Shephard,60,70,250000.0,2000.0,65.0,126000.0,3
 M. Sollbauer,66,68,625000.0,4000.0,67.0,314500.0,3
 B. Zech,66,68,625000.0,5000.0,67.0,315000.0,3
 B. McKay,62,68,325000.0,2000.0,65.0,163500.0,3
 Rômulo,61,65,300000.0,2000.0,63.0,151000.0,0
 K. Kubota,52,65,80000.0,1000.0,58.5,40500.0,0
 D. Cancola,53,67,110000.0,2000.0,60.0,56000.0,0
 T. Imai,60,60,160000.0,2000.0,60.0,81000.0,0
 H. Kristiansen,52,66,90000.0,500.0,59.0,45250.0,0
 J. Bitter,59,73,300000.0,2000.0,66.0,151000.0,3
 M. Gakpa,59,65,220000.0,2000.0,62.0,111000.0,0
 R. Vargas,63,63,0.0,0.0,63.0,0.0,0
 Carlos Blanco,61,76,450000.0,2000.0,68.5,226000.0,3
 R. Miller,63,69,400000.0,1000.0,66.0,200500.0,3
 R. Kurisawa,60,60,80000.0,2000.0,60.0,41000.0,0
 T. Kister,71,71,1200000.0,6000.0,71.0,603000.0,3
 J. Hope,53,70,110000.0,1000.0,61.5,55500.0,0
 J. Mæhle,55,72,160000.0,2000.0,63.5,81000.0,0
 F. Coniglio,60,65,250000.0,2000.0,62.5,126000.0,0
 Z. Krizanović,60,63,240000.0,1000.0,61.5,120500.0,0
 D. Devine,52,66,100000.0,1000.0,59.0,50500.0,0
 Lucas Tagliapietra,73,76,3000000.0,9000.0,74.5,1504500.0,1
 A. Maikkula,56,66,130000.0,500.0,61.0,65250.0,0
 J. Whatmough,61,75,450000.0,3000.0,68.0,226500.0,3
 C. Philipps,60,70,275000.0,3000.0,65.0,139000.0,3
 A. Reid,56,67,150000.0,1000.0,61.5,75500.0,0
 L. Maldonado,60,60,200000.0,1000.0,60.0,100500.0,0
 E. Øy,51,68,80000.0,500.0,59.5,40250.0,0
 D. Dykes,51,63,70000.0,1000.0,57.0,35500.0,0
 M. Ochieng,57,68,160000.0,1000.0,62.5,80500.0,0
 F. Ronstadt,58,68,150000.0,3000.0,63.0,76500.0,0
 J. Abu Hanna,60,77,325000.0,3000.0,68.5,164000.0,3
 S. Harrison,60,76,375000.0,2000.0,68.0,188500.0,3
 C. Villagra,60,72,325000.0,2000.0,66.0,163500.0,3
 N. Seufert,57,71,240000.0,1000.0,64.0,120500.0,0
 L. Ajorque,63,70,475000.0,2000.0,66.5,238500.0,3
 B. Igiehon,56,62,140000.0,500.0,59.0,70250.0,0
 A. Martin,66,67,600000.0,2000.0,66.5,301000.0,3
 L. Ramsay,56,66,120000.0,3000.0,61.0,61500.0,0
 F. Soldano,61,70,350000.0,3000.0,65.5,176500.0,3
 A. Ponroy,64,64,300000.0,2000.0,64.0,151000.0,0
 L. Danquah,53,63,70000.0,1000.0,58.0,35500.0,0
 J. Lindström,55,61,100000.0,1000.0,58.0,50500.0,0
 A. Imperiale,66,66,475000.0,3000.0,66.0,239000.0,3
 K. Broadfoot,67,67,475000.0,9000.0,67.0,242000.0,3
 A. Poulsen,55,67,110000.0,2000.0,61.0,56000.0,0
 P. Stolc,57,63,140000.0,1000.0,60.0,70500.0,0
 Kim Min Hyeok,67,70,775000.0,4000.0,68.5,389500.0,3
 D. Niepsuj,57,68,180000.0,1000.0,62.5,90500.0,0
 T. James,62,68,325000.0,2000.0,65.0,163500.0,3
 T. Božić,64,64,350000.0,3000.0,64.0,176500.0,0
 P. Lienhart,65,77,750000.0,15000.0,71.0,382500.0,3
 J. Pohl,58,69,240000.0,2000.0,63.5,121000.0,0
 C. Schoppenhauer,68,71,925000.0,5000.0,69.5,465000.0,3
 A. Helmersen,57,72,230000.0,1000.0,64.5,115500.0,0
 H. Sarpei,52,71,80000.0,2000.0,61.5,41000.0,0
 J. Shaibu,59,77,300000.0,4000.0,68.0,152000.0,3
 A. Lukanović,63,77,650000.0,1000.0,70.0,325500.0,3
 M. Danielsson,66,67,575000.0,2000.0,66.5,288500.0,3
 G. Adzhoev,60,66,275000.0,4000.0,63.0,139500.0,0
 H. Cavero,63,77,675000.0,2000.0,70.0,338500.0,3
 K. Yoshio,53,60,70000.0,1000.0,56.5,35500.0,0
 Pedro Díaz,61,71,300000.0,3000.0,66.0,151500.0,3
 M. Puerta,60,75,350000.0,500.0,67.5,175250.0,3
 R. Kolo-Muani,60,75,350000.0,3000.0,67.5,176500.0,3
 M. Gibbs-White,54,74,140000.0,2000.0,64.0,71000.0,0
 N. Suley,67,73,850000.0,10000.0,70.0,430000.0,3
 B. Fewster,60,74,425000.0,5000.0,67.0,215000.0,3
 D. Novaretti,72,72,1400000.0,20000.0,72.0,710000.0,3
 F. Berra,60,68,240000.0,500.0,64.0,120250.0,0
 C. Stark,56,71,200000.0,4000.0,63.5,102000.0,0
 R. Abarca,59,71,240000.0,500.0,65.0,120250.0,3
 J. Cisotti,58,64,190000.0,1000.0,61.0,95500.0,0
 L. Franco,55,67,130000.0,2000.0,61.0,66000.0,0
 S. McCoulsky,59,74,325000.0,5000.0,66.5,165000.0,3
 J. Keaney,51,63,60000.0,500.0,57.0,30250.0,0
 T. Knipping,64,70,500000.0,2000.0,67.0,251000.0,3
 C. Gorgerino,56,66,130000.0,1000.0,61.0,65500.0,0
 P. Kudryashov,58,72,275000.0,3000.0,65.0,139000.0,3
 M. González,70,70,230000.0,8000.0,70.0,119000.0,3
 K. Shiihashi,53,59,70000.0,500.0,56.0,35250.0,0
 P. Steiring,61,72,300000.0,500.0,66.5,150250.0,3
 D. Nussbaumer,52,67,90000.0,1000.0,59.5,45500.0,0
 M. Andersen,50,68,60000.0,2000.0,59.0,31000.0,0
 M. Al Daini,55,63,130000.0,3000.0,59.0,66500.0,0
 J. Lotomba,56,78,210000.0,2000.0,67.0,106000.0,3
 E. Bohinen,52,73,100000.0,500.0,62.5,50250.0,0
 A. Eleftheriou,52,63,60000.0,3000.0,57.5,31500.0,0
 S. Neumann,70,72,1300000.0,6000.0,71.0,653000.0,3
 Y. Felfel,56,69,200000.0,2000.0,62.5,101000.0,0
 Miguel Vieira,68,70,875000.0,6000.0,69.0,440500.0,3
 I. Diallo,57,68,160000.0,2000.0,62.5,81000.0,0
 Asier,58,68,150000.0,1000.0,63.0,75500.0,0
 G. Matei,59,60,150000.0,1000.0,59.5,75500.0,0
 V. Enyeama,82,82,14500000.0,40000.0,82.0,7270000.0,1
 Y. Yavuz,58,73,275000.0,2000.0,65.5,138500.0,3
 N. Borodine,51,59,60000.0,1000.0,55.0,30500.0,0
 J. Joachim,57,62,160000.0,2000.0,59.5,81000.0,0
 C. Willock,60,80,350000.0,7000.0,70.0,178500.0,3
 H. Watson,60,65,250000.0,1000.0,62.5,125500.0,0
 K. Muller,62,69,350000.0,2000.0,65.5,176000.0,3
 D. Furlong,58,59,160000.0,500.0,58.5,80250.0,0
 A. Barboza,71,80,2200000.0,7000.0,75.5,1103500.0,1
 P. Jaquez,64,75,650000.0,5000.0,69.5,327500.0,3
 S. Erimuya,60,69,200000.0,1000.0,64.5,100500.0,0
 J. García Sancho,64,70,500000.0,8000.0,67.0,254000.0,3
 C. Chapman,63,67,375000.0,1000.0,65.0,188000.0,3
 J. Dolný,56,59,130000.0,500.0,57.5,65250.0,0
 T. Alfaro,64,69,500000.0,3000.0,66.5,251500.0,3
 C. Arcus,58,67,180000.0,4000.0,62.5,92000.0,0
 B. Şahiner,56,71,180000.0,2000.0,63.5,91000.0,0
 A. Rufer,56,66,170000.0,1000.0,61.0,85500.0,0
 W. Longbottom,52,67,100000.0,2000.0,59.5,51000.0,0
 D. Charles,54,60,100000.0,1000.0,57.0,50500.0,0
 M. Berisha,56,72,200000.0,3000.0,64.0,101500.0,0
 G. Loovens,69,69,600000.0,20000.0,69.0,310000.0,3
 D. Bjedov,65,65,550000.0,6000.0,65.0,278000.0,3
 M. Antonsson,67,67,120000.0,9000.0,67.0,64500.0,3
 M. Wilks,57,77,230000.0,3000.0,67.0,116500.0,3
 E. Lee,60,70,300000.0,2000.0,65.0,151000.0,3
 Rodrigo Alírio,58,69,170000.0,1000.0,63.5,85500.0,0
 B. Viveros,64,70,500000.0,2000.0,67.0,251000.0,3
 R. Inniss,64,71,525000.0,2000.0,67.5,263500.0,3
 V. Vinje,58,67,180000.0,1000.0,62.5,90500.0,0
 S. Tamura,58,65,190000.0,1000.0,61.5,95500.0,0
 L. Salvesen,58,69,240000.0,1000.0,63.5,120500.0,0
 K. Shimosaka,54,61,90000.0,1000.0,57.5,45500.0,0
 C. Cavallo,54,63,90000.0,500.0,58.5,45250.0,0
 R. Koch,64,76,625000.0,2000.0,70.0,313500.0,3
 M. Rauschenberg,62,66,325000.0,1000.0,64.0,163000.0,0
 S. Sasaki,58,58,110000.0,2000.0,58.0,56000.0,0
 G. Mera,71,73,1600000.0,3000.0,72.0,801500.0,3
 S. Obu,64,70,500000.0,2000.0,67.0,251000.0,3
 J. Robinson,59,64,180000.0,2000.0,61.5,91000.0,0
 F. Mulhern,59,69,230000.0,2000.0,64.0,116000.0,0
 F. Di Mariano,56,64,150000.0,1000.0,60.0,75500.0,0
 K. Lynch,54,59,80000.0,500.0,56.5,40250.0,0
 D. González,67,70,750000.0,2000.0,68.5,376000.0,3
 F. Hollinger-Janzen,60,66,275000.0,2000.0,63.0,138500.0,0
 M. Peijnenburg,61,70,275000.0,2000.0,65.5,138500.0,3
 B. Al Shahrani,53,54,70000.0,3000.0,53.5,36500.0,0
 V. Alshanskiy,60,71,325000.0,4000.0,65.5,164500.0,3
 K. Digol,57,75,200000.0,1000.0,66.0,100500.0,3
 L. Doumbouya,62,65,350000.0,4000.0,63.5,177000.0,0
 S. Rengifo,55,62,110000.0,500.0,58.5,55250.0,0
 J. Mare,60,69,300000.0,2000.0,64.5,151000.0,0
 E. Hovland,68,68,700000.0,8000.0,68.0,354000.0,3
 F. Cornejo,63,72,450000.0,1000.0,67.5,225500.0,3
 M. Al Mania,59,71,275000.0,5000.0,65.0,140000.0,3
 B. Miranda,63,78,650000.0,2000.0,70.5,326000.0,3
 A. Bahtijar,53,65,90000.0,500.0,59.0,45250.0,0
 M. Sevimler,59,73,300000.0,3000.0,66.0,151500.0,3
 C. Brittain,52,67,100000.0,1000.0,59.5,50500.0,0
 Y. Minagawa,62,66,375000.0,3000.0,64.0,189000.0,0
 D. Muñoz,59,73,300000.0,500.0,66.0,150250.0,3
 Hong Joon Ho,60,68,240000.0,1000.0,64.0,120500.0,0
 M. Al Bishi,66,66,475000.0,10000.0,66.0,242500.0,3
 A. Al Shehri,55,62,130000.0,3000.0,58.5,66500.0,0
 J. Sonora,57,72,240000.0,2000.0,64.5,121000.0,0
 F. Bindelöv,58,70,190000.0,500.0,64.0,95250.0,0
 K. Duncan,56,68,130000.0,500.0,62.0,65250.0,0
 K. Gunnarshaug,51,64,70000.0,500.0,57.5,35250.0,0
 C. Sánchez,60,70,250000.0,2000.0,65.0,126000.0,3
 A. Stewart,63,67,375000.0,4000.0,65.0,189500.0,3
 D. Salazar,57,76,230000.0,1000.0,66.5,115500.0,3
 S. Sánchez,63,70,400000.0,2000.0,66.5,201000.0,3
 M. Sandoval,56,66,170000.0,1000.0,61.0,85500.0,0
 K. Lankford,58,74,250000.0,1000.0,66.0,125500.0,3
 H. Veerman,67,70,925000.0,8000.0,68.5,466500.0,3
 N. Bianchi Arce,67,67,550000.0,7000.0,67.0,278500.0,3
 Eliseo Falcón,62,75,450000.0,2000.0,68.5,226000.0,3
 M. Biskupovic,64,65,400000.0,2000.0,64.5,201000.0,0
 B. Yılmaz,59,72,275000.0,2000.0,65.5,138500.0,3
 J. Stockley,61,68,325000.0,2000.0,64.5,163500.0,0
 A. Nemane,60,74,350000.0,8000.0,67.0,179000.0,3
 A. Ikenna,58,65,190000.0,1000.0,61.5,95500.0,0
 Kim Hyun Tae,51,57,50000.0,1000.0,54.0,25500.0,0
 G. Marcussen,51,68,80000.0,1000.0,59.5,40500.0,0
 L. Fontanesi,58,67,180000.0,1000.0,62.5,90500.0,0
 P. Sweeney,57,66,160000.0,2000.0,61.5,81000.0,0
 I. Viznovich,58,73,275000.0,3000.0,65.5,139000.0,3
 V. Morales,65,69,575000.0,2000.0,67.0,288500.0,3
 Ko Tae Won,65,73,675000.0,2000.0,69.0,338500.0,3
 A. Barry,58,63,150000.0,500.0,60.5,75250.0,0
 H. van Schaik,61,73,300000.0,2000.0,67.0,151000.0,3
 J. Malpas,50,63,60000.0,1000.0,56.5,30500.0,0
 K. Butterfield,54,68,130000.0,1000.0,61.0,65500.0,0
 F. Rasic,65,70,725000.0,8000.0,67.5,366500.0,3
 I. Getigezhev,58,58,100000.0,6000.0,58.0,53000.0,0
 N. Maeda,55,62,120000.0,2000.0,58.5,61000.0,0
 G. Greer,67,67,120000.0,10000.0,67.0,65000.0,3
 H. Cuevas,62,62,190000.0,3000.0,62.0,96500.0,0
 R. Laspalles,58,71,210000.0,1000.0,64.5,105500.0,0
 L. Parunashvili,52,58,70000.0,2000.0,55.0,36000.0,0
 L. Hurtado,57,66,180000.0,500.0,61.5,90250.0,0
 J. Campbell,66,70,700000.0,3000.0,68.0,351500.0,3
 W. Hanssen,55,65,120000.0,500.0,60.0,60250.0,0
 J. Torunarigha,59,71,210000.0,2000.0,65.0,106000.0,3
 G. Milan,70,70,1100000.0,15000.0,70.0,557500.0,3
 Carlos Gracia,58,64,160000.0,1000.0,61.0,80500.0,0
 D. Watabe,58,58,110000.0,1000.0,58.0,55500.0,0
 B. Fox,53,64,90000.0,4000.0,58.5,47000.0,0
 Y. Silva,51,58,45000.0,1000.0,54.5,23000.0,0
 J. Cox,65,73,800000.0,1000.0,69.0,400500.0,3
 M. Kvasina,61,69,300000.0,3000.0,65.0,151500.0,3
 N. Pond,63,63,220000.0,2000.0,63.0,111000.0,0
 R. Frank,54,54,70000.0,1000.0,54.0,35500.0,0
 A. Samuel,56,67,180000.0,2000.0,61.5,91000.0,0
 R. McArdle,65,65,400000.0,4000.0,65.0,202000.0,3
 N. McGinley,57,71,220000.0,3000.0,64.0,111500.0,0
 M. Bruscagin,63,63,275000.0,1000.0,63.0,138000.0,0
 B. Varga,59,67,240000.0,4000.0,63.0,122000.0,0
 J. Moya,68,73,1000000.0,3000.0,70.5,501500.0,3
 C. Kerr,58,69,200000.0,1000.0,63.5,100500.0,0
 B. Röcker,71,72,1600000.0,15000.0,71.5,807500.0,3
 C. Burgess,65,70,600000.0,5000.0,67.5,302500.0,3
 J. Clarke-Salter,61,79,400000.0,2000.0,70.0,201000.0,3
 G. Gül,59,78,275000.0,2000.0,68.5,138500.0,3
 G. Balažic,63,64,300000.0,6000.0,63.5,153000.0,0
 D. Amos,49,75,60000.0,1000.0,62.0,30500.0,0
 U. Korun,64,64,325000.0,3000.0,64.0,164000.0,0
 J. Quintero,67,78,1100000.0,2000.0,72.5,551000.0,3
 S. Lo Faso,55,73,170000.0,3000.0,64.0,86500.0,0
 Vinícius,61,68,275000.0,1000.0,64.5,138000.0,0
 F. Troyansky,60,74,400000.0,2000.0,67.0,201000.0,3
 D. Kemp,58,73,250000.0,7000.0,65.5,128500.0,3
 D. Silva,67,67,325000.0,3000.0,67.0,164000.0,3
 A. Grant,66,74,800000.0,2000.0,70.0,401000.0,3
 M. Folivi,61,79,450000.0,2000.0,70.0,226000.0,3
 N. Barona,55,68,140000.0,500.0,61.5,70250.0,0
 Matheus Silva,59,73,300000.0,1000.0,66.0,150500.0,3
 O. Kjærgaard,50,66,60000.0,1000.0,58.0,30500.0,0
 I. Micanski,62,62,275000.0,2000.0,62.0,138500.0,0
 A. Jung,60,71,275000.0,2000.0,65.5,138500.0,3
 Y. Kaya,63,77,575000.0,3000.0,70.0,289000.0,3
 M. Bola,56,68,130000.0,2000.0,62.0,66000.0,0
 Marcelinho Moraisco,67,67,650000.0,9000.0,67.0,329500.0,3
 L. Legge,65,65,350000.0,6000.0,65.0,178000.0,3
 Y. Rafael,53,65,90000.0,500.0,59.0,45250.0,0
 Y. Güveli,63,82,575000.0,5000.0,72.5,290000.0,3
 L. Fisch,57,67,150000.0,2000.0,62.0,76000.0,0
 T. Sørensen,64,64,275000.0,4000.0,64.0,139500.0,0
 A. Friel,58,61,140000.0,500.0,59.5,70250.0,0
 M. Troest,71,71,1200000.0,4000.0,71.0,602000.0,3
 J. McNulty,52,70,100000.0,4000.0,61.0,52000.0,0
 N. Bustos,55,72,170000.0,2000.0,63.5,86000.0,0
 L. de la Torre,56,73,200000.0,3000.0,64.5,101500.0,0
 A. Diaby,62,73,425000.0,4000.0,67.5,214500.0,3
 H. Al Jadani,61,62,220000.0,3000.0,61.5,111500.0,0
 D. Petrovic,61,66,250000.0,3000.0,63.5,126500.0,0
 F. Arhin,54,68,140000.0,500.0,61.0,70250.0,0
 A. Parra,65,67,500000.0,2000.0,66.0,251000.0,3
 H. Al Shuwaysh,61,63,220000.0,4000.0,62.0,112000.0,0
 A. Melo,51,63,60000.0,500.0,57.0,30250.0,0
 J. Gorenc-Stankovic,63,73,475000.0,3000.0,68.0,239000.0,3
 V. Ramis,59,64,220000.0,2000.0,61.5,111000.0,0
 C. Muñoz,68,68,550000.0,3000.0,68.0,276500.0,3
 D. Daniels,66,74,800000.0,8000.0,70.0,404000.0,3
 S. Hawsawi,55,60,100000.0,3000.0,57.5,51500.0,0
 Y. Mabella,58,68,220000.0,3000.0,63.0,111500.0,0
 R. Filippi,70,71,1200000.0,6000.0,70.5,603000.0,3
 Albert Torras,52,63,90000.0,1000.0,57.5,45500.0,0
 M. Connolly,65,71,625000.0,3000.0,68.0,314000.0,3
 Darío Poveda,60,73,325000.0,3000.0,66.5,164000.0,3
 J. Robson,56,71,180000.0,3000.0,63.5,91500.0,0
 V. Huerta,69,72,1100000.0,3000.0,70.5,551500.0,3
 S. Chabbi,59,65,220000.0,3000.0,62.0,111500.0,0
 S. Singh,55,58,0.0,0.0,56.5,0.0,0
 F. Mulić,62,67,375000.0,3000.0,64.5,189000.0,0
 M. López,65,77,850000.0,2000.0,71.0,426000.0,3
 H. Tabakovic,60,69,300000.0,3000.0,64.5,151500.0,0
 J. Barjonas,50,70,60000.0,4000.0,60.0,32000.0,0
 G. Cooper,56,72,210000.0,2000.0,64.0,106000.0,0
 H. Pertuz,66,66,500000.0,2000.0,66.0,251000.0,3
 R. Takahashi,57,64,140000.0,1000.0,60.5,70500.0,0
 R. Alfani,63,72,450000.0,3000.0,67.5,226500.0,3
 Gerardo Jiménez,62,62,275000.0,500.0,62.0,137750.0,0
 A. Simpson,55,69,160000.0,2000.0,62.0,81000.0,0
 L. Šimić,64,73,525000.0,5000.0,68.5,265000.0,3
 N. Kimura,60,76,350000.0,1000.0,68.0,175500.0,3
 G. Scalera,56,70,180000.0,4000.0,63.0,92000.0,0
